"Country Name","Country Code",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Tanzania","TZA",4258743262.82876,4956588278.56144,4601413263.52894,4257702196.53864,4510846967.87420,5255221424.80962,6496195450.61034,7683852496.84499,12270448700.19940,12711213451.03400,13375976353.69940,13581644245.73520,14142035080.28490,15224257698.48200,16675948414.75730,18399046025.26880,18649590248.26260,21843529024.91540,27941177434.50870,29081425282.29490,32014249841.41510,34657139495.40310,39650530214.32870,45680532613.75910,49964788814.09270,47378599025.30440,49774021003.07470,53320625958.56280,57437073927.17960
"Uganda","UGA",4304398865.88268,3321729057.12215,2857457860.05088,3220439044.18949,3990430446.71216,5755818947.42125,6044585326.93800,6269333313.17108,6584815846.52754,5998563257.94659,6193246837.09687,5840503868.57245,6178563590.89254,6336696288.98214,7940362799.17997,9013834373.41246,9942597779.99265,12292813603.23270,14239026629.63900,18168902153.87980,20186496527.12560,20176025256.91530,23114293416.39050,24599550623.72540,27291879819.36220,27102650386.60120,24133664284.50890,25995031850.15450,27476945526.01300
"Ukraine","UKR",81456918678.50080,77464561149.51030,73942235330.43700,65648559903.05710,52549555149.19780,48213868178.08730,44558077827.13500,50150399791.64700,41883241471.73650,31580639045.45400,31261527363.14400,37972301334.67360,42351593887.28270,50084197498.45290,64819702951.68260,86057915585.30260,107647920792.07900,142579603960.39600,179816790704.73900,117113410001.02700,136013155905.03600,163159671670.26500,175781379051.43300,183310146378.08100,133503411375.73900,91030959454.69610,93355993628.50420,112190355158.17800,130832374404.88200
"Upper middle income","UMC",2683127192348.99000,2963317642598.08000,2889038473369.16000,3131041683501.19000,3403966043538.60000,3807566239814.07000,4147997706755.60000,4423640646314.54000,4375954465938.61000,4139816497682.35000,4558738275614.86000,4619137394565.92000,4632825755758.25000,5195088403330.02000,6238638661686.47000,7511900513304.97000,8931036732544.84000,11107963026804.20000,13583072534398.90000,13078172977764.10000,15856641374556.90000,18969596489951.50000,20325179881476.20000,21608468942126.50000,22301780634014.80000,20866337272423.20000,20738160554962.40000,22851442775056.60000,24435128586598.20000
"Uruguay","URY",9298839655.23139,11205971155.27580,12878199880.98390,15002106518.48470,17474647792.38290,19297663096.55060,20515543039.21320,23969823010.44290,25385928198.32120,23983945190.62020,22823255801.84470,20898788416.63480,13606494599.42610,12045631092.53530,13686329890.11910,17362857683.85450,19579457966.05380,23410572634.31470,30366213119.29280,31660911277.02940,40284481651.90210,47962439303.72470,51264390116.49090,57531233350.91010,57236013086.12230,53274304222.13600,52687612261.54240,56488991831.02390,59596885024.34870
"United States","USA",5963144000000.00000,6158129000000.00000,6520327000000.00000,6858559000000.00000,7287236000000.00000,7639749000000.00000,8073122000000.00000,8577554463000.00000,9062818211000.00000,9630664202000.00000,10252345464000.00000,10581821399000.00000,10936419054000.00000,11458243878000.00000,12213729147000.00000,13036640229000.00000,13814611414000.00000,14451858650000.00000,14712844084000.00000,14448933025000.00000,14992052727000.00000,15542581104000.00000,16197007349000.00000,16784849190000.00000,17521746534000.00000,18219297584000.00000,18707188235000.00000,19485393853000.00000,20494100000000.00000
"Uzbekistan","UZB",13360607917.87730,13677622222.22220,12941297376.09330,13099013835.51110,12899156990.61560,13350468917.41150,13948892215.56890,14744603773.58490,14988971210.83830,17078465982.02820,13760513969.31400,11401421329.19740,9687788512.80184,10134453435.46030,12030023547.88070,14307509838.80530,17330833852.91900,22311393927.88170,29549438883.83380,33689223673.25770,39332770928.94260,45915191189.32370,51821573338.13120,57690770140.26570,76658542757.47070,81847410181.79530,81779019095.66920,59159949231.49240,50499920318.29260
"St. Vincent and the Grenadines","VCT",240365262.59259,254829629.62963,277954111.11111,286307814.81482,289438481.48148,316008481.48148,331489703.70370,347770000.00000,373619851.85185,390719148.14815,396261370.37037,430039296.29630,461883444.44444,481806296.29630,521975111.11111,550728666.66667,610930037.03704,684446259.25926,695428851.85185,674922481.48148,681225962.96296,676129407.40741,692933740.74074,721208998.22538,727714407.11162,755458031.41507,770762204.07607,785222509.14456,813093984.07407
"Venezuela"," RB",43526253602.30550,48598315565.03200,53476971830.98590,60401798245.61400,60065011013.21590,58418666666.66670,77407726244.34390,70543211119.09900,85843534588.62060,91331203433.16290,97976886247.31720,117140723529.41200,122903960204.50500,92893587733.65490,83620628582.10820,112453382329.61500,145510008134.75000,183477522123.89400,230364012575.68700,315953388510.67800,329787628928.47200,393192354510.65300,316482190800.36400,381286237847.66700,371005379786.56600,482359318767.70300,,,
"British Virgin Islands","VGB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands (U.S.)","VIR",,,,,,,,,,,,,3269000000.00000,3453000000.00000,3799000000.00000,4439000000.00000,4504000000.00000,4803000000.00000,4250000000.00000,4203000000.00000,4339000000.00000,4239000000.00000,4095000000.00000,3762000000.00000,3622000000.00000,3748000000.00000,3863000000.00000,3855000000.00000,
"Vietnam","VNM",6471740805.56984,9613369520.41885,9866990236.43587,13180953598.17160,16286433533.32280,20736164458.95050,24657470574.75010,26843700441.54820,27209602050.04520,28683659006.77520,31172518403.31620,32685198735.30530,35064105500.83450,39552513316.07340,45427854693.25540,57633255618.27310,66371664817.04360,77414425532.24520,99130304099.12740,106014659770.22200,115931749697.24100,135539438559.70900,155820001920.49200,171222025117.38100,186204652922.26200,193241108709.53600,205276172134.90100,223779865815.18300,244948445308.88300
"Vanuatu","VUT",158397403.04118,188869985.67335,196142585.01482,188080374.40061,219260341.05064,233902114.86830,245177633.16893,255890221.80029,262301252.76923,267999225.25663,272014693.05081,257926881.72043,262603781.79906,314463144.04219,364996869.12962,394962552.33611,439376794.09404,526428309.94509,607958616.14342,610066628.69306,700804286.22435,792149700.67912,781702874.10606,801787555.86112,814954306.97103,737917151.42418,787942567.41185,849708342.69841,887817896.30184
"World","WLD",22603206098495.30000,23942384829866.40000,25425855198396.50000,25838198034038.60000,27753090818176.40000,30865108095791.80000,31549409160506.70000,31435985940809.50000,31367309193548.10000,32529370037527.90000,33581571601703.80000,33382422263799.00000,34669304532580.90000,38899897038562.50000,43811772234694.60000,47459060744747.30000,51442676003488.10000,57968741828029.40000,63616066492489.30000,60340071198873.60000,66036932045341.40000,73357420394392.00000,75045654452275.20000,77189608277384.90000,79296107902414.60000,75003074210656.50000,76102831192800.10000,80891341462319.10000,85804390603622.00000
"Samoa","WSM",125766269.75536,125597205.42232,132303041.36253,133122897.19626,221098106.50888,224865731.38190,249908970.65897,285475591.89651,269481523.20047,258833766.58002,269019710.32746,273088357.16370,288078881.43306,338838639.37844,420320176.35944,462649043.04466,508503671.28441,550970655.54407,644132488.88714,560959527.82462,643046733.39113,739785121.88992,801168622.33811,804808525.53722,805162576.42297,804100573.40869,786640012.24318,841538412.99890,861494700.74813
"Kosovo","XKX",,,,,,,,,,,1849196082.05507,2535333631.88536,2406270658.23024,2790455727.69422,3556757428.82009,3663101604.27807,3846819721.49040,4655899260.88147,5687417606.56218,5653792720.20006,5830463576.15894,6691826522.10175,6499935757.42002,7071959638.87414,7386891336.07536,6440612176.99900,6714712389.38053,7227764976.79274,7900268735.55547
"Yemen"," Rep.",,5647119229.00763,5930370370.37037,6463649985.01648,5368270614.84680,4167356037.15170,4258788725.44991,5785685310.86668,6838557384.40357,6325141675.86989,7641102523.15082,9652436179.64605,9861560094.74009,10694628091.67260,11777966673.38970,13872791658.54870,16746344766.20440,19061978586.12780,21650532264.23220,26910851361.75550,25130274124.25240,30906749533.22100,32726417878.39100,35401339869.30550,40415233436.17670,43228585321.32720,42628328212.10410,30968242967.78230,26818703092.58520
"South Africa","ZAF",115552349035.44100,123942759156.41600,134544563096.78200,134308050011.80900,139752515748.80600,155460927990.38300,147606294673.67000,152587423868.18200,137774755609.07200,136632320704.65300,136361298082.06100,121514929265.91800,115481857072.74300,175255777923.45800,228590292804.18500,257771562353.15200,271636512521.32200,299416992590.16400,286769029768.39200,295937388335.71400,375348316917.75000,416417032178.54200,396329389720.23500,366644891407.35300,350637643679.19500,317415623434.30500,296340945652.68400,349268114386.87500,368288203086.63000
"Zambia","ZMB",3285217391.30435,3378882352.94118,3181921787.70950,3273237853.35689,3656647744.24858,3807067121.86090,3597220962.00017,4303281932.29365,3537683046.02331,3404311976.54941,3600683039.73254,4094480988.11931,4193845678.17033,4901839731.26571,6221077674.77871,8331870169.14977,12756858899.28120,14056957976.26480,17910858637.90480,15328342303.95750,20265556273.58200,23460098339.74530,25503370699.20150,28045460442.18760,27150630607.20320,21154394545.89500,20954754378.13940,25868142076.78970,26720073435.90140
"Zimbabwe","ZWE",8783816700.00000,8641481700.00000,6751472200.00000,6563813300.00000,6890675000.00000,7111270700.00000,8553146600.00000,8529571600.00000,6401968200.00000,6858013100.00000,6689957600.00000,6777384700.00000,6342116400.00000,5727591800.00000,5805598400.00000,5755215200.00000,5443896500.00000,5291950100.00000,4415702800.00000,9665793300.00000,12041655200.00000,14101920300.00000,17114849900.00000,19091020000.00000,19495519600.00000,19963120600.00000,20548678100.00000,22813010116.12920,31000519447.17500
